Time,water_flow_lps
2022-04-17 06:00:00+02:00,101.15
2022-04-17 07:00:00+02:00,102.21
2022-04-17 08:00:00+02:00,102.54
2022-04-17 09:00:00+02:00,103.3
2022-04-17 10:00:00+02:00,103.42
2022-04-17 11:00:00+02:00,103.33
2022-04-17 12:00:00+02:00,102.72
2022-04-17 13:00:00+02:00,102.36
2022-04-17 14:00:00+02:00,102.4
2022-04-17 15:00:00+02:00,102.43
2022-04-17 16:00:00+02:00,102.8
2022-04-17 17:00:00+02:00,102.49
2022-04-17 18:00:00+02:00,102.5
2022-04-17 19:00:00+02:00,102.7
2022-04-17 20:00:00+02:00,102.55
2022-04-17 21:00:00+02:00,102.06
2022-04-17 22:00:00+02:00,102.33
2022-04-17 23:00:00+02:00,102.29
2022-04-18 00:00:00+02:00,102.14
2022-04-18 01:00:00+02:00,101.83
2022-04-18 02:00:00+02:00,101.38
2022-04-18 03:00:00+02:00,101.36
2022-04-18 04:00:00+02:00,101.11
2022-04-18 05:00:00+02:00,101.46
2022-04-18 06:00:00+02:00,101.64
2022-04-18 07:00:00+02:00,102.22
2022-04-18 08:00:00+02:00,102.71
2022-04-18 09:00:00+02:00,103.14
2022-04-18 10:00:00+02:00,103.43
2022-04-18 11:00:00+02:00,103.59
2022-04-18 12:00:00+02:00,103.33
2022-04-18 13:00:00+02:00,103.35
2022-04-18 14:00:00+02:00,103.26
2022-04-18 15:00:00+02:00,103.22
2022-04-18 16:00:00+02:00,103.18
2022-04-18 17:00:00+02:00,103.28
2022-04-18 18:00:00+02:00,102.79
2022-04-18 19:00:00+02:00,102.56
2022-04-18 20:00:00+02:00,102.4
2022-04-18 21:00:00+02:00,102.34
2022-04-18 22:00:00+02:00,101.86
2022-04-18 23:00:00+02:00,102.01
2022-04-19 00:00:00+02:00,101.44
2022-04-19 01:00:00+02:00,101.3
2022-04-19 02:00:00+02:00,101.11
2022-04-19 03:00:00+02:00,101.11
2022-04-19 05:00:00+02:00,101.01
2022-04-19 06:00:00+02:00,101.41
2022-04-19 07:00:00+02:00,102.01
2022-04-19 08:00:00+02:00,102.22
2022-04-19 09:00:00+02:00,102.58
2022-04-19 10:00:00+02:00,102.71
2022-04-19 11:00:00+02:00,103.04
2022-04-19 12:00:00+02:00,102.98
2022-04-19 13:00:00+02:00,103.12
2022-04-19 14:00:00+02:00,102.96
2022-04-19 15:00:00+02:00,102.73
2022-04-19 16:00:00+02:00,102.76
2022-04-19 17:00:00+02:00,102.41
2022-04-19 18:00:00+02:00,102.46
2022-04-19 19:00:00+02:00,102.87
2022-04-19 20:00:00+02:00,103.0
2022-04-19 21:00:00+02:00,102.76
2022-04-19 22:00:00+02:00,102.59
2022-04-19 23:00:00+02:00,102.5
2022-04-20 00:00:00+02:00,102.34
2022-04-20 01:00:00+02:00,102.32
2022-04-20 02:00:00+02:00,101.74
2022-04-20 03:00:00+02:00,101.43
2022-04-20 04:00:00+02:00,101.19
2022-04-20 05:00:00+02:00,101.26
2022-04-20 06:00:00+02:00,101.81
2022-04-20 07:00:00+02:00,102.6
2022-04-20 08:00:00+02:00,102.37
2022-04-20 09:00:00+02:00,102.54
2022-04-20 10:00:00+02:00,102.71
2022-04-20 11:00:00+02:00,102.94
2022-04-20 12:00:00+02:00,102.83
2022-04-20 13:00:00+02:00,102.69
2022-04-20 14:00:00+02:00,102.5
2022-04-20 15:00:00+02:00,102.5
2022-04-20 16:00:00+02:00,101.99
2022-04-20 17:00:00+02:00,101.89
2022-04-20 18:00:00+02:00,102.04
2022-04-20 19:00:00+02:00,102.31
2022-04-20 20:00:00+02:00,102.29
2022-04-20 21:00:00+02:00,102.36
2022-04-20 22:00:00+02:00,102.11
2022-04-20 23:00:00+02:00,101.76
2022-04-21 00:00:00+02:00,101.44
2022-04-21 01:00:00+02:00,101.21
2022-04-21 02:00:00+02:00,101.02
2022-04-21 03:00:00+02:00,100.98
2022-04-21 04:00:00+02:00,100.97
2022-04-21 05:00:00+02:00,101.11
2022-04-21 06:00:00+02:00,101.56
2022-04-21 07:00:00+02:00,102.19
2022-04-21 08:00:00+02:00,101.97
2022-04-21 09:00:00+02:00,102.14
2022-04-21 10:00:00+02:00,102.28
2022-04-21 11:00:00+02:00,102.19
2022-04-21 12:00:00+02:00,102.45
2022-04-21 13:00:00+02:00,102.57
